Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE10_ENERGY (J),CORE10_FREQ (MHZ),CORE10_PSTATE,CORE10_VOLT (V),CORE11_ENERGY (J),CORE11_FREQ (MHZ),CORE11_PSTATE,CORE11_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CORE8_ENERGY (J),CORE8_FREQ (MHZ),CORE8_PSTATE,CORE8_VOLT (V),CORE9_ENERGY (J),CORE9_FREQ (MHZ),CORE9_PSTATE,CORE9_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1721498579850,2763638.881362915,4700,1,0.30000000000000004,1422408.9023590088,4700,1,0.30000000000000004,1898677.5014343262,4700,1,0.30000000000000004,1545173.59425354,4700,1,0.30000000000000004,1558669.5943145752,4700,1,0.30000000000000004,1565086.798980713,4700,1,0.30000000000000004,1587028.368850708,4700,1,0.30000000000000004,1665580.8028259277,4700,1,0.30000000000000004,1841348.4126281738,4700,1,0.30000000000000004,1339875.1047058105,4700,1,0.30000000000000004,1334084.2991485596,4700,1,0.30000000000000004,1405886.2527313232,4700,1,0.30000000000000004,210920129.78674316,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,3.7037036418914795,0,0,0,0,0,7.407407283782959,100,0,0,0,0,0,0,0,0,0,0,66480525312,2147479552,40764645376,0
199,1721498579851,2763638.8833007813,4700,1,0.30000000000000004,1422408.903503418,4700,1,0.30000000000000004,1898677.5039367676,4700,1,0.30000000000000004,1545173.5958862305,4700,1,0.30000000000000004,1558669.6045074463,4700,1,0.30000000000000004,1565086.8103637695,4700,1,0.30000000000000004,1587028.370223999,4700,1,0.30000000000000004,1665580.804397583,4700,1,0.30000000000000004,1841348.414352417,4700,1,0.30000000000000004,1339875.1060791016,4700,1,0.30000000000000004,1334084.3088989258,4700,1,0.30000000000000004,1405886.2543945313,4700,1,0.30000000000000004,210920129.89665222,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,3.7037036418914795,0,0,0,0,0,7.407407283782959,100,0,0,0,0,0,0,0,0,0,0,66480525312,2147479552,40768253952,0
199,1721498580051,2763639.218536377,4700,1,0.30000000000000004,1422409.1378173828,4700,1,0.30000000000000004,1898677.858657837,4700,1,0.30000000000000004,1545173.8582000732,4700,1,0.30000000000000004,1558669.8010406494,4700,1,0.30000000000000004,1565087.0765228271,4700,1,0.30000000000000004,1587028.7219696045,4700,1,0.30000000000000004,1665581.0180206299,4700,1,0.30000000000000004,1841348.718460083,4700,1,0.30000000000000004,1339875.328781128,4700,1,0.30000000000000004,1334085.2184753418,4700,1,0.30000000000000004,1405886.5013580322,4700,1,0.30000000000000004,210920140.0684662,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,5,0,9.523809432983398,4.761904716491699,10,10,0,9.523809432983398,15.000000953674316,4.761904716491699,13.636363983154297,4.761904716491699,5,94.73684692382813,0,0,5.263157844543457,0,4.761904716491699,4.761904716491699,9.090909004211426,4.761904716491699,5,5,66480525312,2147479552,40780169216,0
199,1721498580251,2763639.584289551,4700,1,0.30000000000000004,1422409.407485962,4700,1,0.30000000000000004,1898678.2164459229,4700,1,0.30000000000000004,1545174.215499878,4700,1,0.30000000000000004,1558670.0873718262,4700,1,0.30000000000000004,1565087.3546142578,4700,1,0.30000000000000004,1587029.0503845215,4700,1,0.30000000000000004,1665581.345275879,4700,1,0.30000000000000004,1841349.0350646973,4700,1,0.30000000000000004,1339875.5881958008,4700,1,0.30000000000000004,1334086.2775115967,4700,1,0.30000000000000004,1405886.7968597412,4700,1,0.30000000000000004,210920150.81137085,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,15.000000953674316,5.263157844543457,5.263157844543457,10,10,20,5,5,14.285715103149414,10.526315689086914,10,10,10,100,10.526315689086914,10.526315689086914,23.809524536132813,10,10.526315689086914,5,5,5,28.571430206298828,9.523809432983398,66480525312,2147479552,40911572992,0
199,1721498580451,2763639.700088501,4700,1,0.30000000000000004,1422409.5042419434,4700,1,0.30000000000000004,1898678.2825164795,4700,1,0.30000000000000004,1545174.329284668,4700,1,0.30000000000000004,1558670.2446746826,4700,1,0.30000000000000004,1565087.5663604736,4700,1,0.30000000000000004,1587029.4275512695,4700,1,0.30000000000000004,1665581.4227294922,4700,1,0.30000000000000004,1841349.1763916016,4700,1,0.30000000000000004,1339875.615386963,4700,1,0.30000000000000004,1334087.2145996094,4700,1,0.30000000000000004,1405886.9435882568,4700,1,0.30000000000000004,210920159.62802124,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,5,4.761904716491699,0,0,0,0,4.761904716491699,5,11.764705657958984,0,0,0,5,95.23809814453125,0,0,4.761904716491699,5,0,0,0,0,5,0,66480525312,2147479552,40900390912,0
199,1721498580651,2763639.707458496,4700,1,0.30000000000000004,1422409.5194854736,4700,1,0.30000000000000004,1898678.2894134521,4700,1,0.30000000000000004,1545174.33694458,4700,1,0.30000000000000004,1558670.2664031982,4700,1,0.30000000000000004,1565087.5735168457,4700,1,0.30000000000000004,1587030.6599578857,4700,1,0.30000000000000004,1665581.432876587,4700,1,0.30000000000000004,1841349.311553955,4700,1,0.30000000000000004,1339875.6222381592,4700,1,0.30000000000000004,1334088.150100708,4700,1,0.30000000000000004,1405886.9499206543,4700,1,0.30000000000000004,210920168.6399536,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,95.23809814453125,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66480525312,2147479552,40906919936,0
199,1721498580851,2763639.716156006,4700,1,0.3062499999999999,1422409.5604400635,4700,1,0.30000000000000004,1898678.2984466553,4700,1,0.30000000000000004,1545174.347946167,4700,1,0.3062499999999999,1558670.2929077148,4700,1,0.3062499999999999,1565087.5814819336,4700,1,0.3062499999999999,1587031.962310791,4700,1,0.3062499999999999,1665581.463607788,4700,1,0.3062499999999999,1841349.363204956,4700,1,0.3062499999999999,1339875.630279541,4700,1,0.3062499999999999,1334089.0848388672,4700,1,0.3062499999999999,1405887.0173797607,4700,1,0.30000000000000004,210920177.83647156,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,94.73684692382813,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,100,0,66480525312,2147479552,40911147008,0
199,1721498581051,2763639.72416687,4700,1,0.30000000000000004,1422409.5665893555,4700,1,0.30000000000000004,1898678.3050994873,4700,1,0.30000000000000004,1545174.363708496,4700,1,0.30000000000000004,1558670.3173980713,4700,1,0.30000000000000004,1565087.6035308838,4700,1,0.30000000000000004,1587033.6847839355,4700,1,0.30000000000000004,1665581.4698638916,4700,1,0.30000000000000004,1841349.460861206,4700,1,0.30000000000000004,1339875.637435913,4700,1,0.30000000000000004,1334090.0152893066,4700,1,0.30000000000000004,1405887.1274719238,4700,1,0.30000000000000004,210920187.30371094,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,66480525312,2147479552,40913391616,0
199,1721498581251,2763639.731124878,4700,1,0.30000000000000004,1422409.5731658936,4700,1,0.30000000000000004,1898678.312210083,4700,1,0.30000000000000004,1545174.3713684082,4700,1,0.30000000000000004,1558670.3406829834,4700,1,0.30000000000000004,1565087.610092163,4700,1,0.30000000000000004,1587034.9859313965,4700,1,0.30000000000000004,1665581.5500335693,4700,1,0.30000000000000004,1841349.654434204,4700,1,0.30000000000000004,1339875.6462554932,4700,1,0.30000000000000004,1334090.9482574463,4700,1,0.30000000000000004,1405887.1348571777,4700,1,0.30000000000000004,210920196.5836792,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,90.47618865966797,5.263157844543457,0,0,5,0,0,0,0,0,0,0,4.761904716491699,0,100,0,66480525312,2147479552,40918724608,0
199,1721498581451,2763639.776245117,4700,1,0.30000000000000004,1422409.6088256836,4700,1,0.30000000000000004,1898678.3530273438,4700,1,0.3062499999999999,1545174.4102172852,4700,1,0.30000000000000004,1558670.3822174072,4700,1,0.30000000000000004,1565087.64402771,4700,1,0.30000000000000004,1587035.2592010498,4700,1,0.30000000000000004,1665582.8201141357,4700,1,0.30000000000000004,1841350.46484375,4700,1,0.30000000000000004,1339875.6795654297,4700,1,0.30000000000000004,1334091.8796539307,4700,1,0.30000000000000004,1405887.3437805176,4700,1,0.30000000000000004,210920206.96873474,4686,400,400,400,400,400,4688,400,4689,4684,400,4685,400,4690,400,4689,400,400,400,400,400,400,400,400,0,0,0,0,0,0,0,0,10.526315689086914,27.272727966308594,0,4.761904716491699,0,0,0,0,0,0,0,75,50,0,100,0,66480525312,2147479552,40935620608,0
